sbytes,dbytes,rate,sttl,sload,dload,ct_state_ttl,ct_dst_src_ltm,ct_srv_dst,attack_cat,label
104,0,125000.0003,254,52000000.0,0.0,2,4,13,Normal,0
104,0,125000.0003,254,52000000.0,0.0,2,4,13,Normal,0
1594,682,24.243242,254,12328.21582,5278.702148,1,2,2,Normal,0
104,0,0.0,254,0.0,0.0,2,3,8,Normal,0
104,0,250000.0006,254,104000000.0,0.0,2,3,8,Normal,0
826,768,18.998981,254,4608.393066,4340.887207,1,2,2,Normal,0
104,0,125000.0003,254,52000000.0,0.0,2,1,6,Normal,0
846,678,18.810018,254,4731.095703,3743.945801,1,2,2,Normal,0
104,0,200000.0051,254,83200000.0,0.0,2,2,8,Normal,0
104,0,142857.1409,254,59428572.0,0.0,2,2,8,Normal,0
104,0,200000.0051,254,83200000.0,0.0,2,3,7,Normal,0
534,268,23.52325,254,6034.497559,2810.244141,1,4,4,Normal,0
104,0,125000.0003,254,52000000.0,0.0,2,1,5,Normal,0
104,0,125000.0003,254,52000000.0,0.0,2,1,3,Normal,0
104,0,111111.1072,254,46222220.0,0.0,2,2,7,Normal,0
104,0,111111.1072,254,46222220.0,0.0,2,2,7,Normal,0
104,0,250000.0006,254,104000000.0,0.0,2,4,8,Normal,0
104,0,250000.0006,254,104000000.0,0.0,2,4,8,Normal,0
104,0,125000.0003,254,52000000.0,0.0,2,4,8,Normal,0
104,0,125000.0003,254,52000000.0,0.0,2,4,8,Normal,0
104,0,200000.0051,254,83200000.0,0.0,2,1,4,Normal,0
104,0,125000.0003,254,52000000.0,0.0,2,1,4,Normal,0
104,0,166666.6608,254,69333328.0,0.0,2,4,6,Normal,0
104,0,166666.6608,254,69333328.0,0.0,2,4,6,Normal,0
104,0,125000.0003,254,52000000.0,0.0,2,4,6,Normal,0
104,0,125000.0003,254,52000000.0,0.0,2,3,4,Normal,0
104,0,125000.0003,254,52000000.0,0.0,2,3,4,Normal,0
534,354,20.564533,254,4654.842285,3000.002441,1,2,2,Normal,0
104,0,125000.0003,254,52000000.0,0.0,2,2,2,Normal,0
104,0,200000.0051,254,83200000.0,0.0,2,1,1,Normal,0
104,0,111111.1072,254,46222220.0,0.0,2,1,1,Normal,0
534,268,21.278588,254,5458.666992,2542.082031,1,4,4,Normal,0
78,0,200000.0051,254,62400000.0,0.0,2,1,1,Normal,0
980,268,26.372003,254,12405.39063,3150.575195,1,3,3,Normal,0
978,268,35.374606,254,16621.34766,4226.086426,1,3,3,Normal,0
104,0,200000.0051,254,83200000.0,0.0,2,3,4,Normal,0
762,682,18.1519,254,4413.279297,3952.378906,1,3,3,Normal,0
104,0,125000.0003,254,52000000.0,0.0,2,1,1,Normal,0
534,268,26.219649,254,6726.213867,3132.374023,1,4,4,Normal,0
104,0,125000.0003,254,52000000.0,0.0,2,1,1,Normal,0
960,268,24.593189,254,11332.54102,2938.066406,1,3,3,Normal,0
586,682,16.629431,254,3111.872559,3620.87793,1,1,1,Normal,0
104,0,111111.1072,254,46222220.0,0.0,2,3,3,Normal,0
104,0,111111.1072,254,46222220.0,0.0,2,3,3,Normal,0
104,0,111111.1072,254,46222220.0,0.0,2,2,2,Normal,0
948,268,34.204172,254,15578.86035,4086.258545,1,4,4,Normal,0
948,268,34.204172,254,15578.86035,4086.258545,1,4,4,Normal,0
104,0,125000.0003,254,52000000.0,0.0,2,2,2,Normal,0
944,268,26.721726,254,12113.84863,3192.355469,1,4,4,Normal,0
942,268,28.672686,254,12967.7002,3425.430176,1,6,7,Normal,0
938,268,43.246485,254,19489.75,5166.513672,1,6,7,Normal,0
934,268,36.074862,254,16180.77832,4309.743652,1,6,7,Normal,0
104,0,125000.0003,254,52000000.0,0.0,2,2,2,Normal,0
104,0,125000.0003,254,52000000.0,0.0,2,2,2,Normal,0
104,0,200000.0051,254,83200000.0,0.0,2,2,3,Normal,0
104,0,111111.1072,254,46222220.0,0.0,2,1,1,Normal,0
104,0,250000.0006,254,104000000.0,0.0,2,3,3,Normal,0
104,0,111111.1072,254,46222220.0,0.0,2,3,3,Normal,0
104,0,125000.0003,254,52000000.0,0.0,2,3,3,Normal,0
104,0,125000.0003,254,52000000.0,0.0,2,1,2,Normal,0
104,0,250000.0006,254,104000000.0,0.0,2,2,2,Normal,0
104,0,0.0,254,0.0,0.0,2,2,2,Normal,0
104,0,250000.0006,254,104000000.0,0.0,2,2,2,Normal,0
104,0,125000.0003,254,52000000.0,0.0,2,1,1,Normal,0
104,0,125000.0003,254,52000000.0,0.0,2,1,1,Normal,0
534,268,26.358333,254,6761.791016,3148.942139,1,3,3,Normal,0
104,0,125000.0003,254,52000000.0,0.0,2,3,3,Normal,0
104,0,111111.1072,254,46222220.0,0.0,2,3,3,Normal,0
104,0,125000.0003,254,52000000.0,0.0,2,3,3,Normal,0
104,0,111111.1072,254,46222220.0,0.0,2,2,2,Normal,0
104,0,125000.0003,254,52000000.0,0.0,2,2,2,Normal,0
104,0,125000.0003,254,52000000.0,0.0,2,1,3,Normal,0
104,0,125000.0003,254,52000000.0,0.0,2,6,6,Normal,0
104,0,111111.1072,254,46222220.0,0.0,2,6,6,Normal,0
104,0,111111.1072,254,46222220.0,0.0,2,6,6,Normal,0
104,0,111111.1072,254,46222220.0,0.0,2,6,6,Normal,0
104,0,125000.0003,254,52000000.0,0.0,2,6,6,Normal,0
104,0,125000.0003,254,52000000.0,0.0,2,6,6,Normal,0
104,0,125000.0003,254,52000000.0,0.0,2,6,6,Normal,0
104,0,125000.0003,254,52000000.0,0.0,2,6,6,Normal,0
104,0,142857.1409,254,59428572.0,0.0,2,9,9,Normal,0
104,0,166666.6608,254,69333328.0,0.0,2,9,9,Normal,0
910,268,27.137876,254,11853.82422,3242.071533,1,5,7,Normal,0
104,0,166666.6608,254,69333328.0,0.0,2,9,9,Normal,0
908,268,28.856753,254,12589.23926,3447.420166,1,5,7,Normal,0
104,0,125000.0003,254,52000000.0,0.0,2,9,9,Normal,0
906,268,30.856515,254,13428.75586,3686.324951,1,6,9,Normal,0
104,0,111111.1072,254,46222220.0,0.0,2,9,9,Normal,0
902,268,36.243264,254,15695.75,4329.861816,1,6,9,Normal,0
900,268,20.097755,254,8682.230469,2401.011719,1,6,9,Normal,0
902,268,36.243264,254,15695.75,4329.861816,1,6,9,Normal,0
896,268,20.010138,254,8612.363281,2390.544434,1,4,5,Normal,0
892,268,21.064368,254,9021.166992,2516.489746,1,4,5,Normal,0
888,268,22.209061,254,9475.866211,2653.242432,1,4,6,Normal,0
872,268,25.873979,254,10832.57227,3091.078125,1,7,9,Normal,0
986,642,20.322205,254,5569.789551,3546.601074,1,1,1,Normal,0
866,268,25.518145,254,10615.54883,3048.567871,1,4,5,Normal,0
864,268,31.046645,254,12882.28809,3709.039307,1,4,5,Normal,0
860,268,19.209909,254,7929.850586,2294.943848,1,4,5,Normal,0
838,268,24.767515,254,9973.052734,2958.892578,1,2,4,Normal,0
832,354,21.544296,254,7593.730469,3142.932617,1,4,6,Normal,0
824,268,21.4024,254,8469.643555,2556.873535,1,6,7,Normal,0
818,354,23.1879,254,8042.109375,3382.705322,1,6,7,Normal,0
814,354,19.83023,254,6840.263184,2892.880615,1,4,4,Normal,0
812,354,23.076286,254,7938.242188,3366.422852,1,7,7,Normal,0
806,268,28.07543,254,10870.80664,3354.077881,1,7,7,Normal,0
798,268,21.40301,254,8207.34082,2556.946289,1,4,4,Normal,0
794,268,25.92384,254,9885.624023,3097.034668,1,4,4,Normal,0
790,354,24.074512,254,8055.04834,3512.046387,1,3,3,Normal,0
788,354,22.773489,254,7609.024414,3322.250244,1,3,3,Normal,0
786,268,19.287866,254,7283.098145,2304.25708,1,3,3,Normal,0
784,268,22.394544,254,8432.291992,2675.401611,1,6,6,Normal,0
780,268,35.255461,254,13199.64453,4211.852539,1,6,6,Normal,0
778,354,22.97316,254,7578.439941,3351.378662,1,6,6,Normal,0
776,354,25.819934,254,8493.239258,3766.672852,1,6,6,Normal,0
774,268,27.901836,254,10372.04297,3333.339355,1,3,3,Normal,0
772,268,26.652546,254,9879.209961,3184.09082,1,3,3,Normal,0
534,268,22.389696,254,5743.703613,2674.82251,1,4,4,Normal,0
766,268,29.103495,254,10710.08594,3476.897461,1,7,7,Normal,0
534,268,23.758914,254,6094.953125,2838.398193,1,4,4,Normal,0
534,268,35.77169,254,9176.630859,4273.524414,1,4,4,Normal,0
768,268,36.820388,254,13589.17773,4398.809082,1,7,7,Normal,0
764,268,30.205884,254,11083.5459,3608.596191,1,7,7,Normal,0
756,354,21.227181,254,6802.687012,3096.671143,1,3,3,Normal,0
752,354,15.542559,254,4951.67627,2267.38501,1,3,3,Normal,0
746,354,17.21648,254,5444.458496,2511.580566,1,5,3,Normal,0
744,354,20.230943,254,6378.697266,2951.337402,1,5,3,Normal,0
738,268,33.176004,254,11766.42285,3963.426758,1,5,5,Normal,0
734,354,23.793029,254,7401.03125,3470.98291,1,5,5,Normal,0
732,268,33.01863,254,11604.94824,3944.625732,1,5,5,Normal,0
726,268,33.299295,254,11614.79395,3978.155762,1,6,6,Normal,0
724,268,27.70605,254,9634.317383,3309.949463,1,6,6,Normal,0
724,268,27.70605,254,9634.317383,3309.949463,1,6,6,Normal,0
716,268,23.976254,254,8247.831055,2864.363281,1,4,4,Normal,0
704,268,23.438745,254,7925.420898,2800.148682,1,4,4,Normal,0
702,354,24.901237,254,7405.920898,3632.651123,1,4,4,Normal,0
698,268,26.040401,254,8735.686523,3110.959961,1,4,4,Normal,0
700,268,37.668661,254,12656.66992,4500.149414,1,4,4,Normal,0
1106,730,27.172086,254,11601.05078,7310.721191,1,3,3,Normal,0
1106,718,21.484657,254,9172.817383,5690.041992,1,5,5,Normal,0
1106,750,18.297117,254,7811.905762,5061.560547,1,5,5,Normal,0
690,268,33.51124,254,11098.92285,4003.476074,1,6,6,Normal,0
690,268,33.51124,254,11098.92285,4003.476074,1,6,6,Normal,0
688,268,37.297104,254,12332.90918,4455.760742,1,6,6,Normal,0
1106,786,16.234181,254,6271.032227,4378.590332,1,5,5,Normal,0
684,268,31.014291,254,10189.22852,3705.174072,1,6,6,Normal,0
682,354,22.366332,254,6462.554199,3262.853271,1,1,1,Normal,0
672,268,24.055423,254,7761.883301,2873.821289,1,4,4,Normal,0
674,268,32.929905,254,10660.50781,3934.026123,1,4,4,Normal,0
172,172,77.43106,254,11415.55078,11415.55078,1,8,9,Normal,0
172,172,77.43106,254,11415.55078,11415.55078,1,8,9,Normal,0
172,172,110.236217,254,16251.96777,16251.96777,1,5,5,Normal,0
172,172,110.236217,254,16251.96777,16251.96777,1,5,5,Normal,0
660,268,27.032531,254,8563.90625,3229.486328,1,8,9,Normal,0
638,268,22.756753,254,6978.737793,2718.67334,1,2,2,Normal,0
628,268,19.361134,254,5844.480957,2313.01001,1,3,3,Normal,0
620,268,24.879129,254,7404.028809,2972.226562,1,3,3,Normal,0
614,354,23.542381,254,6126.558594,3434.417969,1,4,4,Normal,0
694,682,17.602621,254,3633.180908,3526.156982,1,2,2,Normal,0
612,354,19.584442,254,5078.130371,2857.024414,1,4,4,Normal,0
610,354,22.385033,254,5783.239258,3265.581299,1,6,6,Normal,0
608,268,24.852047,254,7263.424805,2968.991211,1,6,6,Normal,0
606,268,23.549248,254,6857.541016,2813.350098,1,6,6,Normal,0
756,682,21.395041,254,4806.182129,4285.854492,1,3,2,Normal,0
1490,826,19.060119,254,9918.522461,5402.182129,1,4,3,Normal,0
2036,764,17.13422,254,9600.239258,3604.532227,1,2,2,Normal,0
600,268,34.311359,254,9881.670898,4099.063477,1,6,6,Normal,0
598,268,29.106659,254,8367.194336,3477.275635,1,4,4,Normal,0
756,682,21.246165,254,4772.738281,4256.031738,1,4,3,Normal,0
594,354,15.87561,254,3996.918457,2315.971436,1,4,4,Normal,0
756,682,20.511811,254,4607.773438,4108.92627,1,4,3,Normal,0
994,834,22.904185,254,7957.568359,6552.77832,1,4,3,Normal,0
592,268,37.258749,254,10591.41992,4451.178711,1,4,4,Normal,0
756,682,23.753849,254,5336.064453,4758.371094,1,2,2,Normal,0
590,354,23.936549,254,5981.321289,3491.920166,1,3,3,Normal,0
588,268,26.541015,254,7502.260254,3170.766602,1,3,3,Normal,0
756,682,22.336106,254,5017.583008,4474.368652,1,2,2,Normal,0
584,268,29.192307,254,8189.415039,3487.507568,1,3,4,Normal,0
562,354,20.924673,254,4982.53418,3052.540527,1,3,3,Normal,0
986,840,15.903874,254,5476.991211,4580.31543,1,2,2,Normal,0
756,682,18.897604,254,4245.157715,3785.568115,1,2,2,Normal,0
86,0,142857.1409,254,49142856.0,0.0,2,1,1,Normal,0
994,740,23.225623,254,8918.639648,6336.927734,1,3,3,Normal,0
712,682,16.390443,254,3472.151611,3283.33374,1,2,2,Normal,0
982,710,22.719011,254,8618.875,5949.989258,1,3,6,Normal,0
994,268,21.535079,254,10279.41113,2572.724121,1,3,4,Normal,0
534,268,30.180539,254,7742.314453,3605.568359,1,3,3,Normal,0
738,268,25.022229,254,8874.550781,2989.322266,1,3,5,Normal,0
738,354,20.490223,254,6412.234375,2989.161865,1,4,7,Normal,0
738,268,24.434106,254,8665.962891,2919.061035,1,4,7,Normal,0
738,354,22.439103,254,7022.119629,3273.469238,1,10,11,Normal,0
738,268,23.551985,254,8353.104492,2813.677246,1,10,11,Normal,0
534,354,22.124182,254,5007.873535,3227.527588,1,3,3,Normal,0
2060,678,16.792341,254,10279.59961,3342.347656,1,2,2,Normal,0
610,268,19.841821,254,5809.685059,2370.436279,1,7,8,Normal,0
610,268,30.973049,254,9068.90918,3700.24707,1,5,7,Normal,0
610,268,20.837819,254,6101.313477,2489.424805,1,5,6,Normal,0
610,268,22.823929,254,6682.84668,2726.69873,1,5,6,Normal,0
534,268,29.915936,254,7674.435059,3573.957275,1,4,5,Normal,0
546,268,20.832725,254,5466.507324,2488.816162,1,6,8,Normal,0
546,268,31.520287,254,8270.922852,3765.623535,1,6,8,Normal,0
546,268,23.337441,254,6123.744629,2788.046143,1,8,11,Normal,0
546,354,20.734185,254,4800.57373,3024.751709,1,8,11,Normal,0
546,354,20.734185,254,4800.57373,3024.751709,1,8,11,Normal,0
534,268,29.915936,254,7674.435059,3573.957275,1,4,5,Normal,0
534,268,31.799334,254,8157.588867,3798.960449,1,4,5,Normal,0
546,354,21.766018,254,5039.473145,3175.277832,1,6,5,Normal,0
550,268,21.534336,254,5685.064941,2572.635254,1,8,8,Normal,0
514,268,21.164797,254,5226.293945,2528.487793,1,8,8,Normal,0
514,268,29.967095,254,7399.874512,3580.068848,1,7,7,Normal,0
514,268,25.163479,254,6213.70166,3006.197021,1,7,7,Normal,0
514,268,19.52802,254,4822.119141,2332.94751,1,9,9,Normal,0
514,354,23.418881,254,5102.561035,3416.401367,1,9,9,Normal,0
498,268,22.279953,254,5335.306152,2661.71167,1,7,7,Normal,0
498,268,33.212807,254,7953.360352,3967.823486,1,7,7,Normal,0
498,268,35.448422,254,8488.71582,4234.904785,1,7,7,Normal,0
498,354,27.316916,254,5771.903809,3985.055908,1,8,8,Normal,0
534,268,27.60103,254,7080.583984,3297.403076,1,4,5,Normal,0
498,268,24.206785,254,5796.718262,2891.903809,1,8,8,Normal,0
180,0,125000.0003,254,90000000.0,0.0,2,1,1,Normal,0
1076,354,20.735981,254,9455.607422,3025.013672,1,3,3,Normal,0
574,268,32.700827,254,9016.708008,3906.658691,1,12,13,Normal,0
622,268,25.436447,254,7597.019043,3038.807617,1,12,13,Normal,0
550,268,19.725552,254,5207.545898,2356.545898,1,12,13,Normal,0
490,268,24.023408,254,5650.305664,2869.996338,1,12,13,Normal,0
1294,268,32.789178,254,20373.00977,3917.213867,1,11,11,Normal,0
490,354,24.581179,254,5101.317871,3585.960205,1,11,11,Normal,0
718,268,45.4489,254,15682.90039,5429.628418,1,11,11,Normal,0
574,354,28.780049,254,7002.016602,4198.501465,1,11,11,Normal,0
550,268,29.666782,254,7832.030273,3544.19165,1,11,11,Normal,0
490,268,31.689427,254,7453.353027,3785.830078,1,11,11,Normal,0
490,268,32.394818,254,7619.26123,3870.101074,1,11,11,Normal,0
534,354,20.478103,254,4635.278809,2987.393799,1,3,3,Normal,0
490,268,34.685369,254,8157.999023,4143.745605,1,9,9,Normal,0
490,268,38.057448,254,8951.111328,4546.596191,1,9,9,Normal,0
490,268,38.380448,254,9027.081055,4585.184082,1,9,9,Normal,0
490,268,38.380448,254,9027.081055,4585.184082,1,9,9,Normal,0
486,268,48.454151,254,11318.88965,5788.655762,1,7,6,Normal,0
486,354,29.176636,254,6013.819336,4256.356445,1,7,6,Normal,0
486,268,35.777406,254,8357.602539,4274.20752,1,7,6,Normal,0
486,268,47.78181,254,11161.83106,5708.333496,1,7,6,Normal,0
486,268,48.533478,254,11337.4209,5798.132812,1,7,6,Normal,0
486,268,48.274197,254,11276.85254,5767.157227,1,10,10,Normal,0
486,354,34.347529,254,7079.631836,5010.698242,1,10,10,Normal,0
486,268,56.36174,254,13166.10254,6733.349121,1,10,10,Normal,0
486,268,48.365252,254,11298.12305,5778.035645,1,10,10,Normal,0
486,268,45.47742,254,10623.52539,5433.035645,1,10,10,Normal,0
486,268,50.736699,254,11852.09277,6061.344238,1,10,10,Normal,0
486,268,53.747259,254,12555.35938,6421.005859,1,10,10,Normal,0
486,268,63.324806,254,14792.67481,7565.203613,1,10,10,Normal,0
486,268,45.894156,254,10720.875,5482.821777,1,8,8,Normal,0
486,268,60.929787,254,14233.19824,7279.078613,1,10,10,Normal,0
484,268,22.630988,254,5262.458984,2703.648682,1,8,8,Normal,0
484,268,60.662678,254,14106.09473,7247.167969,1,8,8,Normal,0
484,268,62.480997,254,14528.91406,7464.396484,1,8,8,Normal,0
484,268,49.025214,254,11399.99609,5856.878906,1,8,8,Normal,0
484,268,30.204606,254,7023.577637,3608.443604,1,8,8,Normal,0
484,268,37.359902,254,8687.422852,4463.262695,1,8,8,Normal,0
484,268,34.915877,254,8119.10498,4171.283203,1,10,10,Normal,0
484,268,40.058967,254,9315.044922,4785.711426,1,10,10,Normal,0
484,268,50.335066,254,11704.58106,6013.362305,1,10,10,Normal,0
484,354,39.152374,254,8033.145996,5711.640625,1,10,10,Normal,0
484,268,81.631321,254,18982.00391,9752.22168,1,10,10,Normal,0
484,268,82.082937,254,19087.01953,9806.174805,1,10,10,Normal,0
484,268,91.273631,254,21224.16211,10904.15625,1,10,10,Normal,0
484,268,79.331919,254,18447.31641,9477.519531,1,10,10,Normal,0
484,268,74.736179,254,17378.65234,8928.482422,1,10,10,Normal,0
484,268,96.104566,254,22347.51563,11481.29199,1,10,10,Normal,0
486,354,26.835976,254,5531.368164,3914.895264,1,1,1,Normal,0
486,354,26.388213,254,5439.076172,3849.574707,1,9,9,Normal,0
546,268,36.324185,254,9531.46582,4339.529297,1,13,13,Normal,0
534,354,24.03615,254,5440.65332,3506.450195,1,4,4,Normal,0
546,268,21.400658,254,5615.532715,2556.665283,1,13,13,Normal,0
534,268,38.830327,254,9961.273438,4638.929688,1,4,4,Normal,0
546,268,30.160514,254,7914.118652,3603.176025,1,14,14,Normal,0
534,268,31.205793,254,8005.326172,3728.052002,1,4,4,Normal,0
546,268,42.55307,254,11165.92578,5083.67334,1,14,14,Normal,0
546,354,28.935332,254,6699.380371,4221.154297,1,5,5,Normal,0
630,354,37.416583,254,9983.625,5458.418945,1,10,10,Normal,0
522,354,41.200534,254,9112.588867,6010.430664,1,10,10,Normal,0
522,268,89.754786,254,22498.5332,10722.70508,1,10,10,Normal,0
694,268,72.401511,254,24133.83789,8649.567383,1,4,4,Normal,0
694,268,44.578112,254,14859.37012,5325.598633,1,4,4,Normal,0
630,354,43.342578,254,11564.81934,6322.91748,1,4,4,Normal,0
630,354,42.298553,254,11286.24902,6170.612305,1,4,4,Normal,0
562,268,37.224169,254,10045.5625,4447.047363,1,3,3,Normal,0
658,354,31.809352,254,8876.680664,4640.42334,1,3,3,Normal,0
592,354,30.878548,254,7745.066406,4504.635254,1,9,9,Normal,0
654,354,31.106931,254,8622.109375,4537.952148,1,9,9,Normal,0
604,268,48.988391,254,14213.16504,5852.47998,1,9,9,Normal,0
560,268,40.850119,254,10980.51172,4880.227539,1,9,9,Normal,0
692,268,36.819394,254,12233.85742,4398.69043,1,9,9,Normal,0
676,268,38.509725,254,12507.95898,4600.628418,1,9,9,Normal,0
538,268,37.216966,254,9626.788086,4446.187012,1,9,9,Normal,0
534,268,39.740154,254,10194.67383,4747.623535,1,9,9,Normal,0
554,268,40.324747,254,10731.75977,4817.463379,1,9,9,Normal,0
646,268,40.346007,254,12523.40039,4820.00293,1,10,10,Normal,0
586,268,40.844891,254,11501.9209,4879.603027,1,10,10,Normal,0
618,354,33.5354,254,8790.219727,4892.223145,1,10,10,Normal,0
660,268,39.070538,254,12377.54688,4667.626953,1,10,10,Normal,0
618,354,33.049881,254,8662.957031,4821.394531,1,10,10,Normal,0
678,354,34.858852,254,10022.94531,5085.291504,1,10,10,Normal,0
542,268,39.560925,254,10296.38965,4726.211914,1,9,9,Normal,0
566,268,35.835444,254,9747.241211,4281.141113,1,10,10,Normal,0
646,268,40.286303,254,12504.86816,4812.870117,1,10,10,Normal,0
696,268,43.067312,254,14401.70898,5145.108398,1,9,9,Normal,0
678,354,35.92455,254,10329.36426,5240.757812,1,9,9,Normal,0
638,268,43.510043,254,13343.08008,5198.0,1,9,9,Normal,0
622,354,33.170667,254,8741.446289,4839.015137,1,9,9,Normal,0
706,268,40.410246,254,13707.15527,4827.677246,1,9,9,Normal,0
566,268,37.707769,254,10256.51367,4504.821289,1,9,9,Normal,0
554,268,38.416718,254,10223.96973,4589.51709,1,9,9,Normal,0
534,354,40.524627,254,9172.868164,5911.828125,1,2,2,Normal,0
588,268,44.298619,254,12521.74316,5292.208496,1,9,9,Normal,0
534,354,40.524627,254,9172.868164,5911.828125,1,2,2,Normal,0
600,354,33.518343,254,8517.602539,4889.734863,1,9,9,Normal,0
658,268,41.787968,254,13216.1416,4992.269043,1,9,9,Normal,0
600,268,45.397179,254,13074.3877,5423.449707,1,9,9,Normal,0
606,354,31.564191,254,8110.140137,4604.658203,1,9,9,Normal,0
622,268,38.523472,254,11505.67676,4602.270996,1,9,9,Normal,0
550,354,34.934353,254,8137.649414,5096.305664,1,10,10,Normal,0
618,354,36.145758,254,9474.44043,5273.02832,1,10,10,Normal,0
604,354,35.95327,254,9204.037109,5244.947754,1,10,10,Normal,0
656,268,39.392618,254,12416.55273,4706.104492,1,10,10,Normal,0
580,354,32.412564,254,7962.05127,4728.420898,1,10,10,Normal,0
546,268,42.176059,254,11066.99805,5038.633301,1,10,10,Normal,0
576,268,43.221938,254,11963.83203,5163.580566,1,10,10,Normal,0
616,268,41.008818,254,12138.61035,4899.187012,1,3,3,Normal,0
558,354,29.86669,254,7069.621094,4357.022949,1,3,3,Normal,0
994,698,32.271161,254,12392.12598,8302.180664,1,5,5,Normal,0
994,838,23.861251,254,8290.080078,6862.950195,1,5,5,Normal,0
994,808,27.205737,254,9452.050781,7545.057617,1,5,5,Normal,0
994,828,29.301698,254,10180.24707,8327.263672,1,5,5,Normal,0
994,844,27.718967,254,9630.361328,8025.300781,1,5,5,Normal,0
994,722,34.711377,254,13329.16895,9236.879883,1,5,5,Normal,0
994,708,31.166802,254,11968.05176,8136.175781,1,5,5,Normal,0
994,714,36.772248,254,14120.54297,9676.907227,1,4,5,Normal,0
1008,824,24.328787,254,8563.733398,6876.937012,1,2,3,Normal,0
1002,724,26.604422,254,10294.51074,7101.980469,1,1,1,Normal,0
324,0,125000.0003,254,162000000.0,0.0,2,11,11,Normal,0
152,0,200000.0051,254,121600000.0,0.0,2,13,13,Normal,0
1066,762,35.196528,254,14493.55957,9884.666992,1,2,2,Normal,0
1338,808,20.736338,254,9692.756836,5750.87793,1,1,1,Normal,0
1418,764,19.79304,254,9930.451172,5044.397461,1,2,2,Normal,0
1322,696,24.223726,254,12361.75,6211.473145,1,2,2,Normal,0
860,1098,23.090141,62,8410.244141,10442.17676,1,3,3,Normal,0
846,1250,41.116928,62,14744.04688,21167.96289,1,3,3,Normal,0
534,268,65.857643,254,16894.68164,7867.792969,1,10,10,Normal,0
534,268,77.518581,254,19886.09961,9260.886719,1,10,10,Normal,0
842,1192,19.206847,62,6851.195312,9427.172852,1,1,1,Normal,0
848,1304,18.234024,62,6555.667969,9790.598633,1,2,2,Normal,0
534,268,23.385722,254,5999.217285,2793.814209,1,3,3,Normal,0
866,1140,31.368902,62,11514.23242,14732.3125,1,2,2,Normal,0
868,1320,24.339087,62,8956.78418,13229.00977,1,2,2,Normal,0
868,1332,24.599705,62,8099.776367,12418.9668,1,2,2,Normal,0
870,1246,21.527325,62,7932.186035,11052.38184,1,1,1,Normal,0
46,0,0.0,0,0.0,0.0,2,1,1,Normal,0
848,1234,27.697561,62,8909.868164,12956.62793,1,1,1,Normal,0
846,1216,21.768221,62,6984.162109,10036.2959,1,2,2,Normal,0
854,1210,22.412745,62,8110.776855,11169.45703,1,2,2,Normal,0
838,1132,33.373512,62,11857.41211,15563.83594,1,1,1,Normal,0
872,1352,16.593865,62,6129.969238,9237.902344,1,3,3,Normal,0
840,1400,18.11102,62,6443.261719,10440.4707,1,1,1,Normal,0
868,1366,24.538673,62,9030.231445,13810.94238,1,1,1,Normal,0
304,0,125000.0003,254,152000000.0,0.0,2,6,6,Normal,0
534,268,82.404455,254,21139.49023,9844.585938,1,10,10,Normal,0
534,268,70.042725,254,17968.29297,8367.770508,1,10,10,Normal,0
530,354,18.108648,254,4064.858887,2641.732178,1,5,5,Normal,0
862,1294,20.315099,62,7418.596191,10831.53223,1,2,2,Normal,0
530,268,39.539652,254,10058.8877,4723.67041,1,7,7,Normal,0
242,0,200000.0051,254,193600000.0,0.0,2,6,6,Normal,0
528,354,26.662736,254,5972.452637,3889.622559,1,6,6,Normal,0
534,268,75.216248,254,19295.47461,8985.833984,1,10,10,Normal,0
534,268,31.084411,254,7974.1875,3713.551025,1,3,3,Normal,0
860,1274,18.853988,62,6867.288086,9892.798828,1,1,1,Normal,0
534,268,64.289939,254,16492.51172,7680.504883,1,10,10,Normal,0
534,268,75.216248,254,19295.47461,8985.833984,1,10,10,Normal,0
870,1386,27.611972,62,10174.19922,15761.56348,1,3,3,Normal,0
860,1148,34.17903,62,12449.20898,16164.6709,1,3,3,Normal,0
872,1114,26.342743,62,9731.319336,12086.6709,1,1,1,Normal,0
836,1258,25.364843,62,8988.106445,13141.97266,1,2,2,Normal,0
838,1236,22.651173,62,8047.828613,11533.44434,1,3,3,Normal,0
854,1102,19.340314,62,6998.918457,8782.777344,1,2,2,Normal,0
854,1128,24.34937,62,8811.607422,11309.56641,1,1,1,Normal,0
840,1182,29.54559,62,9404.828125,13236.42383,1,2,2,Normal,0
860,1368,24.547074,62,7999.762207,12733.47168,1,2,2,Normal,0
924,1128,20.367385,62,7263.652344,8464.255859,1,2,2,Normal,0
844,1276,44.214529,62,15813.19629,23241.23633,1,2,2,Normal,0
874,1362,26.894393,62,9960.417969,15086.17285,1,2,2,Normal,0
838,1390,22.713638,62,8070.021973,13008.2334,1,2,2,Normal,0
850,1194,22.436458,62,7226.901367,10155.44922,1,2,2,Normal,0
850,1180,20.691127,62,6664.720703,9252.200195,1,1,1,Normal,0
862,1332,20.240608,62,6613.352051,10218.31055,1,3,3,Normal,0
534,268,53.88899,254,13824.32227,6437.937988,1,10,10,Normal,0
534,354,38.077489,254,8618.951172,5554.833496,1,10,10,Normal,0
868,1276,22.728884,62,8364.229492,11947.37109,1,1,1,Normal,0
860,1110,23.870369,62,8694.430664,10918.58789,1,1,1,Normal,0
866,1452,17.475314,62,5739.26123,9616.941406,1,2,2,Normal,0
848,1204,21.814107,62,7017.253906,9956.417969,1,2,2,Normal,0
